Item Name,SKU,Categories,Permalink,Option Value 1,Description,Option Value 2,Option Value 3,Option Value 4,Reporting Category,Variation Name,Option Value 5,Option Value 6,Price
AI Summarize,ai.summarize.standard,Magnexis APIHub > Ai,api-ai-summarize,ai,"Condense long text into a concise, structured summary.",medium,none,free,Text Transform,standard,ai|standard,60,1.57
Prism Pulse Matrix Retail 0518 Adaptive,sim.gen-sim-prism-pulse-matrix-retail-0518.adaptive,Magnexis APIHub > Sim,api-sim-gen-sim-prism-pulse-matrix-retail-0518-adaptive,sim,Prism Pulse Matrix Retail 0518 orchestrates deterministic diagnostic results for sim workflows in retail scenarios. Optimized for adaptive mode.,medium,none,pro,Diagnostic,adaptive,adaptive|diagnostic,45,11.50
Prism Pulse Matrix Retail 0518 Batch,sim.gen-sim-prism-pulse-matrix-retail-0518.batch,Magnexis APIHub > Sim,api-sim-gen-sim-prism-pulse-matrix-retail-0518-batch,sim,Prism Pulse Matrix Retail 0518 orchestrates deterministic diagnostic results for sim workflows in retail scenarios. Optimized for batch mode.,medium,none,pro,Diagnostic,batch,batch|diagnostic,45,10.99
Flux Pulse Matrix Retail 0519,edu.gen-edu-flux-pulse-matrix-retail-0519.standard,Magnexis APIHub > Edu,api-edu-gen-edu-flux-pulse-matrix-retail-0519,edu,Flux Pulse Matrix Retail 0519 orchestrates deterministic enrichment results for edu workflows in retail scenarios.,high,none,pro,Enrichment,standard,edu|enrichment,30,11.25
Flux Pulse Matrix Retail 0519 Fast,edu.gen-edu-flux-pulse-matrix-retail-0519.fast,Magnexis APIHub > Edu,api-edu-gen-edu-flux-pulse-matrix-retail-0519-fast,edu,Flux Pulse Matrix Retail 0519 orchestrates deterministic enrichment results for edu workflows in retail scenarios. Optimized for fast mode.,high,none,pro,Enrichment,fast,edu|enrichment,20,11.42
Flux Pulse Matrix Retail 0519 Deep,edu.gen-edu-flux-pulse-matrix-retail-0519.deep,Magnexis APIHub > Edu,api-edu-gen-edu-flux-pulse-matrix-retail-0519-deep,edu,Flux Pulse Matrix Retail 0519 orchestrates deterministic enrichment results for edu workflows in retail scenarios. Optimized for deep mode.,high,none,pro,Enrichment,deep,deep|edu,20,11.18
Flux Pulse Matrix Retail 0519 Strict,edu.gen-edu-flux-pulse-matrix-retail-0519.strict,Magnexis APIHub > Edu,api-edu-gen-edu-flux-pulse-matrix-retail-0519-strict,edu,Flux Pulse Matrix Retail 0519 orchestrates deterministic enrichment results for edu workflows in retail scenarios. Optimized for strict mode.,high,none,pro,Enrichment,strict,edu|enrichment,20,11.12
Flux Pulse Matrix Retail 0519 Creative,edu.gen-edu-flux-pulse-matrix-retail-0519.creative,Magnexis APIHub > Edu,api-edu-gen-edu-flux-pulse-matrix-retail-0519-creative,edu,Flux Pulse Matrix Retail 0519 orchestrates deterministic enrichment results for edu workflows in retail scenarios. Optimized for creative mode.,high,none,pro,Enrichment,creative,creative|edu,20,10.78
Flux Pulse Matrix Retail 0519 Compact,edu.gen-edu-flux-pulse-matrix-retail-0519.compact,Magnexis APIHub > Edu,api-edu-gen-edu-flux-pulse-matrix-retail-0519-compact,edu,Flux Pulse Matrix Retail 0519 orchestrates deterministic enrichment results for edu workflows in retail scenarios. Optimized for compact mode.,high,none,pro,Enrichment,compact,compact|edu,20,11.11
Flux Pulse Matrix Retail 0519 Verbose,edu.gen-edu-flux-pulse-matrix-retail-0519.verbose,Magnexis APIHub > Edu,api-edu-gen-edu-flux-pulse-matrix-retail-0519-verbose,edu,Flux Pulse Matrix Retail 0519 orchestrates deterministic enrichment results for edu workflows in retail scenarios. Optimized for verbose mode.,high,none,pro,Enrichment,verbose,edu|enrichment,20,11.48
Flux Pulse Matrix Retail 0519 Safe,edu.gen-edu-flux-pulse-matrix-retail-0519.safe,Magnexis APIHub > Edu,api-edu-gen-edu-flux-pulse-matrix-retail-0519-safe,edu,Flux Pulse Matrix Retail 0519 orchestrates deterministic enrichment results for edu workflows in retail scenarios. Optimized for safe mode.,high,none,pro,Enrichment,safe,edu|enrichment,20,10.75
Flux Pulse Matrix Retail 0519 Adaptive,edu.gen-edu-flux-pulse-matrix-retail-0519.adaptive,Magnexis APIHub > Edu,api-edu-gen-edu-flux-pulse-matrix-retail-0519-adaptive,edu,Flux Pulse Matrix Retail 0519 orchestrates deterministic enrichment results for edu workflows in retail scenarios. Optimized for adaptive mode.,high,none,pro,Enrichment,adaptive,adaptive|edu,20,11.40
Flux Pulse Matrix Retail 0519 Batch,edu.gen-edu-flux-pulse-matrix-retail-0519.batch,Magnexis APIHub > Edu,api-edu-gen-edu-flux-pulse-matrix-retail-0519-batch,edu,Flux Pulse Matrix Retail 0519 orchestrates deterministic enrichment results for edu workflows in retail scenarios. Optimized for batch mode.,high,none,pro,Enrichment,batch,batch|edu,20,11.57
Cinder Pulse Matrix Retail 0520,utility.gen-utility-cinder-pulse-matrix-retail-0520.standard,Magnexis APIHub > Utility,api-utility-gen-utility-cinder-pulse-matrix-retail-0520,utility,Cinder Pulse Matrix Retail 0520 orchestrates deterministic forecasting results for utility workflows in retail scenarios.,low,none,free,Forecasting,standard,cinder|forecasting,90,10.71
Cinder Pulse Matrix Retail 0520 Fast,utility.gen-utility-cinder-pulse-matrix-retail-0520.fast,Magnexis APIHub > Utility,api-utility-gen-utility-cinder-pulse-matrix-retail-0520-fast,utility,Cinder Pulse Matrix Retail 0520 orchestrates deterministic forecasting results for utility workflows in retail scenarios. Optimized for fast mode.,low,none,pro,Forecasting,fast,cinder|fast,75,11.27
Cinder Pulse Matrix Retail 0520 Deep,utility.gen-utility-cinder-pulse-matrix-retail-0520.deep,Magnexis APIHub > Utility,api-utility-gen-utility-cinder-pulse-matrix-retail-0520-deep,utility,Cinder Pulse Matrix Retail 0520 orchestrates deterministic forecasting results for utility workflows in retail scenarios. Optimized for deep mode.,low,none,pro,Forecasting,deep,cinder|deep,75,10.97
Cinder Pulse Matrix Retail 0520 Strict,utility.gen-utility-cinder-pulse-matrix-retail-0520.strict,Magnexis APIHub > Utility,api-utility-gen-utility-cinder-pulse-matrix-retail-0520-strict,utility,Cinder Pulse Matrix Retail 0520 orchestrates deterministic forecasting results for utility workflows in retail scenarios. Optimized for strict mode.,low,none,pro,Forecasting,strict,cinder|forecasting,75,11.16
Cinder Pulse Matrix Retail 0520 Creative,utility.gen-utility-cinder-pulse-matrix-retail-0520.creative,Magnexis APIHub > Utility,api-utility-gen-utility-cinder-pulse-matrix-retail-0520-creative,utility,Cinder Pulse Matrix Retail 0520 orchestrates deterministic forecasting results for utility workflows in retail scenarios. Optimized for creative mode.,low,none,pro,Forecasting,creative,cinder|creative,75,11.65
Cinder Pulse Matrix Retail 0520 Compact,utility.gen-utility-cinder-pulse-matrix-retail-0520.compact,Magnexis APIHub > Utility,api-utility-gen-utility-cinder-pulse-matrix-retail-0520-compact,utility,Cinder Pulse Matrix Retail 0520 orchestrates deterministic forecasting results for utility workflows in retail scenarios. Optimized for compact mode.,low,none,pro,Forecasting,compact,cinder|compact,75,10.82
Cinder Pulse Matrix Retail 0520 Verbose,utility.gen-utility-cinder-pulse-matrix-retail-0520.verbose,Magnexis APIHub > Utility,api-utility-gen-utility-cinder-pulse-matrix-retail-0520-verbose,utility,Cinder Pulse Matrix Retail 0520 orchestrates deterministic forecasting results for utility workflows in retail scenarios. Optimized for verbose mode.,low,none,pro,Forecasting,verbose,cinder|forecasting,75,11.29
Cinder Pulse Matrix Retail 0520 Safe,utility.gen-utility-cinder-pulse-matrix-retail-0520.safe,Magnexis APIHub > Utility,api-utility-gen-utility-cinder-pulse-matrix-retail-0520-safe,utility,Cinder Pulse Matrix Retail 0520 orchestrates deterministic forecasting results for utility workflows in retail scenarios. Optimized for safe mode.,low,none,pro,Forecasting,safe,cinder|forecasting,75,11.57
Cinder Pulse Matrix Retail 0520 Adaptive,utility.gen-utility-cinder-pulse-matrix-retail-0520.adaptive,Magnexis APIHub > Utility,api-utility-gen-utility-cinder-pulse-matrix-retail-0520-adaptive,utility,Cinder Pulse Matrix Retail 0520 orchestrates deterministic forecasting results for utility workflows in retail scenarios. Optimized for adaptive mode.,low,none,pro,Forecasting,adaptive,adaptive|cinder,75,10.95
Cinder Pulse Matrix Retail 0520 Batch,utility.gen-utility-cinder-pulse-matrix-retail-0520.batch,Magnexis APIHub > Utility,api-utility-gen-utility-cinder-pulse-matrix-retail-0520-batch,utility,Cinder Pulse Matrix Retail 0520 orchestrates deterministic forecasting results for utility workflows in retail scenarios. Optimized for batch mode.,low,none,pro,Forecasting,batch,batch|cinder,75,11.54
Nexus Pulse Matrix Retail 0521,ai.gen-ai-nexus-pulse-matrix-retail-0521.standard,Magnexis APIHub > Ai,api-ai-gen-ai-nexus-pulse-matrix-retail-0521,ai,Nexus Pulse Matrix Retail 0521 orchestrates deterministic mapping results for ai workflows in retail scenarios.,medium,none,free,Mapping,standard,ai|gen-520,60,11.12
Nexus Pulse Matrix Retail 0521 Fast,ai.gen-ai-nexus-pulse-matrix-retail-0521.fast,Magnexis APIHub > Ai,api-ai-gen-ai-nexus-pulse-matrix-retail-0521-fast,ai,Nexus Pulse Matrix Retail 0521 orchestrates deterministic mapping results for ai workflows in retail scenarios. Optimized for fast mode.,medium,none,pro,Mapping,fast,ai|fast,45,10.97
Nexus Pulse Matrix Retail 0521 Deep,ai.gen-ai-nexus-pulse-matrix-retail-0521.deep,Magnexis APIHub > Ai,api-ai-gen-ai-nexus-pulse-matrix-retail-0521-deep,ai,Nexus Pulse Matrix Retail 0521 orchestrates deterministic mapping results for ai workflows in retail scenarios. Optimized for deep mode.,medium,none,pro,Mapping,deep,ai|deep,45,11.28
Nexus Pulse Matrix Retail 0521 Strict,ai.gen-ai-nexus-pulse-matrix-retail-0521.strict,Magnexis APIHub > Ai,api-ai-gen-ai-nexus-pulse-matrix-retail-0521-strict,ai,Nexus Pulse Matrix Retail 0521 orchestrates deterministic mapping results for ai workflows in retail scenarios. Optimized for strict mode.,medium,none,pro,Mapping,strict,ai|gen-520,45,11.74
Nexus Pulse Matrix Retail 0521 Creative,ai.gen-ai-nexus-pulse-matrix-retail-0521.creative,Magnexis APIHub > Ai,api-ai-gen-ai-nexus-pulse-matrix-retail-0521-creative,ai,Nexus Pulse Matrix Retail 0521 orchestrates deterministic mapping results for ai workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Mapping,creative,ai|creative,45,11.36
Nexus Pulse Matrix Retail 0521 Compact,ai.gen-ai-nexus-pulse-matrix-retail-0521.compact,Magnexis APIHub > Ai,api-ai-gen-ai-nexus-pulse-matrix-retail-0521-compact,ai,Nexus Pulse Matrix Retail 0521 orchestrates deterministic mapping results for ai workflows in retail scenarios. Optimized for compact mode.,medium,none,pro,Mapping,compact,ai|compact,45,11.36
Nexus Pulse Matrix Retail 0521 Verbose,ai.gen-ai-nexus-pulse-matrix-retail-0521.verbose,Magnexis APIHub > Ai,api-ai-gen-ai-nexus-pulse-matrix-retail-0521-verbose,ai,Nexus Pulse Matrix Retail 0521 orchestrates deterministic mapping results for ai workflows in retail scenarios. Optimized for verbose mode.,medium,none,pro,Mapping,verbose,ai|gen-520,45,11.73
Nexus Pulse Matrix Retail 0521 Safe,ai.gen-ai-nexus-pulse-matrix-retail-0521.safe,Magnexis APIHub > Ai,api-ai-gen-ai-nexus-pulse-matrix-retail-0521-safe,ai,Nexus Pulse Matrix Retail 0521 orchestrates deterministic mapping results for ai workflows in retail scenarios. Optimized for safe mode.,medium,none,pro,Mapping,safe,ai|gen-520,45,11.16
Nexus Pulse Matrix Retail 0521 Adaptive,ai.gen-ai-nexus-pulse-matrix-retail-0521.adaptive,Magnexis APIHub > Ai,api-ai-gen-ai-nexus-pulse-matrix-retail-0521-adaptive,ai,Nexus Pulse Matrix Retail 0521 orchestrates deterministic mapping results for ai workflows in retail scenarios. Optimized for adaptive mode.,medium,none,pro,Mapping,adaptive,adaptive|ai,45,11.60
Nexus Pulse Matrix Retail 0521 Batch,ai.gen-ai-nexus-pulse-matrix-retail-0521.batch,Magnexis APIHub > Ai,api-ai-gen-ai-nexus-pulse-matrix-retail-0521-batch,ai,Nexus Pulse Matrix Retail 0521 orchestrates deterministic mapping results for ai workflows in retail scenarios. Optimized for batch mode.,medium,none,pro,Mapping,batch,ai|batch,45,11.72
Quartz Pulse Matrix Retail 0522,text.gen-text-quartz-pulse-matrix-retail-0522.standard,Magnexis APIHub > Text,api-text-gen-text-quartz-pulse-matrix-retail-0522,text,Quartz Pulse Matrix Retail 0522 orchestrates deterministic governance results for text workflows in retail scenarios.,high,none,pro,Governance,standard,gen-521|governance,30,10.94
Quartz Pulse Matrix Retail 0522 Fast,text.gen-text-quartz-pulse-matrix-retail-0522.fast,Magnexis APIHub > Text,api-text-gen-text-quartz-pulse-matrix-retail-0522-fast,text,Quartz Pulse Matrix Retail 0522 orchestrates deterministic governance results for text workflows in retail scenarios. Optimized for fast mode.,high,none,pro,Governance,fast,fast|gen-521,20,11.83
Quartz Pulse Matrix Retail 0522 Deep,text.gen-text-quartz-pulse-matrix-retail-0522.deep,Magnexis APIHub > Text,api-text-gen-text-quartz-pulse-matrix-retail-0522-deep,text,Quartz Pulse Matrix Retail 0522 orchestrates deterministic governance results for text workflows in retail scenarios. Optimized for deep mode.,high,none,pro,Governance,deep,deep|gen-521,20,11.86
Quartz Pulse Matrix Retail 0522 Strict,text.gen-text-quartz-pulse-matrix-retail-0522.strict,Magnexis APIHub > Text,api-text-gen-text-quartz-pulse-matrix-retail-0522-strict,text,Quartz Pulse Matrix Retail 0522 orchestrates deterministic governance results for text workflows in retail scenarios. Optimized for strict mode.,high,none,pro,Governance,strict,gen-521|governance,20,11.59
Quartz Pulse Matrix Retail 0522 Creative,text.gen-text-quartz-pulse-matrix-retail-0522.creative,Magnexis APIHub > Text,api-text-gen-text-quartz-pulse-matrix-retail-0522-creative,text,Quartz Pulse Matrix Retail 0522 orchestrates deterministic governance results for text workflows in retail scenarios. Optimized for creative mode.,high,none,pro,Governance,creative,creative|gen-521,20,11.35
Quartz Pulse Matrix Retail 0522 Compact,text.gen-text-quartz-pulse-matrix-retail-0522.compact,Magnexis APIHub > Text,api-text-gen-text-quartz-pulse-matrix-retail-0522-compact,text,Quartz Pulse Matrix Retail 0522 orchestrates deterministic governance results for text workflows in retail scenarios. Optimized for compact mode.,high,none,pro,Governance,compact,compact|gen-521,20,11.83
Quartz Pulse Matrix Retail 0522 Verbose,text.gen-text-quartz-pulse-matrix-retail-0522.verbose,Magnexis APIHub > Text,api-text-gen-text-quartz-pulse-matrix-retail-0522-verbose,text,Quartz Pulse Matrix Retail 0522 orchestrates deterministic governance results for text workflows in retail scenarios. Optimized for verbose mode.,high,none,pro,Governance,verbose,gen-521|governance,20,11.56
Quartz Pulse Matrix Retail 0522 Safe,text.gen-text-quartz-pulse-matrix-retail-0522.safe,Magnexis APIHub > Text,api-text-gen-text-quartz-pulse-matrix-retail-0522-safe,text,Quartz Pulse Matrix Retail 0522 orchestrates deterministic governance results for text workflows in retail scenarios. Optimized for safe mode.,high,none,pro,Governance,safe,gen-521|governance,20,11.11
Quartz Pulse Matrix Retail 0522 Adaptive,text.gen-text-quartz-pulse-matrix-retail-0522.adaptive,Magnexis APIHub > Text,api-text-gen-text-quartz-pulse-matrix-retail-0522-adaptive,text,Quartz Pulse Matrix Retail 0522 orchestrates deterministic governance results for text workflows in retail scenarios. Optimized for adaptive mode.,high,none,pro,Governance,adaptive,adaptive|gen-521,20,11.24
Quartz Pulse Matrix Retail 0522 Batch,text.gen-text-quartz-pulse-matrix-retail-0522.batch,Magnexis APIHub > Text,api-text-gen-text-quartz-pulse-matrix-retail-0522-batch,text,Quartz Pulse Matrix Retail 0522 orchestrates deterministic governance results for text workflows in retail scenarios. Optimized for batch mode.,high,none,pro,Governance,batch,batch|gen-521,20,11.28
Delta Pulse Matrix Retail 0523,dev.gen-dev-delta-pulse-matrix-retail-0523.standard,Magnexis APIHub > Dev,api-dev-gen-dev-delta-pulse-matrix-retail-0523,dev,Delta Pulse Matrix Retail 0523 orchestrates deterministic synthesis results for dev workflows in retail scenarios.,low,none,free,Synthesis,standard,delta|dev,90,11.28
Delta Pulse Matrix Retail 0523 Fast,dev.gen-dev-delta-pulse-matrix-retail-0523.fast,Magnexis APIHub > Dev,api-dev-gen-dev-delta-pulse-matrix-retail-0523-fast,dev,Delta Pulse Matrix Retail 0523 orchestrates deterministic synthesis results for dev workflows in retail scenarios. Optimized for fast mode.,low,none,pro,Synthesis,fast,delta|dev,75,11.40
Delta Pulse Matrix Retail 0523 Deep,dev.gen-dev-delta-pulse-matrix-retail-0523.deep,Magnexis APIHub > Dev,api-dev-gen-dev-delta-pulse-matrix-retail-0523-deep,dev,Delta Pulse Matrix Retail 0523 orchestrates deterministic synthesis results for dev workflows in retail scenarios. Optimized for deep mode.,low,none,pro,Synthesis,deep,deep|delta,75,11.79
Delta Pulse Matrix Retail 0523 Strict,dev.gen-dev-delta-pulse-matrix-retail-0523.strict,Magnexis APIHub > Dev,api-dev-gen-dev-delta-pulse-matrix-retail-0523-strict,dev,Delta Pulse Matrix Retail 0523 orchestrates deterministic synthesis results for dev workflows in retail scenarios. Optimized for strict mode.,low,none,pro,Synthesis,strict,delta|dev,75,11.76
Delta Pulse Matrix Retail 0523 Creative,dev.gen-dev-delta-pulse-matrix-retail-0523.creative,Magnexis APIHub > Dev,api-dev-gen-dev-delta-pulse-matrix-retail-0523-creative,dev,Delta Pulse Matrix Retail 0523 orchestrates deterministic synthesis results for dev workflows in retail scenarios. Optimized for creative mode.,low,none,pro,Synthesis,creative,creative|delta,75,11.40
Delta Pulse Matrix Retail 0523 Compact,dev.gen-dev-delta-pulse-matrix-retail-0523.compact,Magnexis APIHub > Dev,api-dev-gen-dev-delta-pulse-matrix-retail-0523-compact,dev,Delta Pulse Matrix Retail 0523 orchestrates deterministic synthesis results for dev workflows in retail scenarios. Optimized for compact mode.,low,none,pro,Synthesis,compact,compact|delta,75,11.52
Delta Pulse Matrix Retail 0523 Verbose,dev.gen-dev-delta-pulse-matrix-retail-0523.verbose,Magnexis APIHub > Dev,api-dev-gen-dev-delta-pulse-matrix-retail-0523-verbose,dev,Delta Pulse Matrix Retail 0523 orchestrates deterministic synthesis results for dev workflows in retail scenarios. Optimized for verbose mode.,low,none,pro,Synthesis,verbose,delta|dev,75,11.45
Delta Pulse Matrix Retail 0523 Safe,dev.gen-dev-delta-pulse-matrix-retail-0523.safe,Magnexis APIHub > Dev,api-dev-gen-dev-delta-pulse-matrix-retail-0523-safe,dev,Delta Pulse Matrix Retail 0523 orchestrates deterministic synthesis results for dev workflows in retail scenarios. Optimized for safe mode.,low,none,pro,Synthesis,safe,delta|dev,75,11.83
Delta Pulse Matrix Retail 0523 Adaptive,dev.gen-dev-delta-pulse-matrix-retail-0523.adaptive,Magnexis APIHub > Dev,api-dev-gen-dev-delta-pulse-matrix-retail-0523-adaptive,dev,Delta Pulse Matrix Retail 0523 orchestrates deterministic synthesis results for dev workflows in retail scenarios. Optimized for adaptive mode.,low,none,pro,Synthesis,adaptive,adaptive|delta,75,11.41
Delta Pulse Matrix Retail 0523 Batch,dev.gen-dev-delta-pulse-matrix-retail-0523.batch,Magnexis APIHub > Dev,api-dev-gen-dev-delta-pulse-matrix-retail-0523-batch,dev,Delta Pulse Matrix Retail 0523 orchestrates deterministic synthesis results for dev workflows in retail scenarios. Optimized for batch mode.,low,none,pro,Synthesis,batch,batch|delta,75,12.02
Ripple Pulse Matrix Retail 0524,data.gen-data-ripple-pulse-matrix-retail-0524.standard,Magnexis APIHub > Data,api-data-gen-data-ripple-pulse-matrix-retail-0524,data,Ripple Pulse Matrix Retail 0524 orchestrates deterministic routing results for data workflows in retail scenarios.,medium,none,free,Routing,standard,data|gen-523,60,11.98
Ripple Pulse Matrix Retail 0524 Fast,data.gen-data-ripple-pulse-matrix-retail-0524.fast,Magnexis APIHub > Data,api-data-gen-data-ripple-pulse-matrix-retail-0524-fast,data,Ripple Pulse Matrix Retail 0524 orchestrates deterministic routing results for data workflows in retail scenarios. Optimized for fast mode.,medium,none,pro,Routing,fast,data|fast,45,11.72
Ripple Pulse Matrix Retail 0524 Deep,data.gen-data-ripple-pulse-matrix-retail-0524.deep,Magnexis APIHub > Data,api-data-gen-data-ripple-pulse-matrix-retail-0524-deep,data,Ripple Pulse Matrix Retail 0524 orchestrates deterministic routing results for data workflows in retail scenarios. Optimized for deep mode.,medium,none,pro,Routing,deep,data|deep,45,11.79
Ripple Pulse Matrix Retail 0524 Strict,data.gen-data-ripple-pulse-matrix-retail-0524.strict,Magnexis APIHub > Data,api-data-gen-data-ripple-pulse-matrix-retail-0524-strict,data,Ripple Pulse Matrix Retail 0524 orchestrates deterministic routing results for data workflows in retail scenarios. Optimized for strict mode.,medium,none,pro,Routing,strict,data|gen-523,45,11.20
Ripple Pulse Matrix Retail 0524 Creative,data.gen-data-ripple-pulse-matrix-retail-0524.creative,Magnexis APIHub > Data,api-data-gen-data-ripple-pulse-matrix-retail-0524-creative,data,Ripple Pulse Matrix Retail 0524 orchestrates deterministic routing results for data workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Routing,creative,creative|data,45,11.17
Ripple Pulse Matrix Retail 0524 Compact,data.gen-data-ripple-pulse-matrix-retail-0524.compact,Magnexis APIHub > Data,api-data-gen-data-ripple-pulse-matrix-retail-0524-compact,data,Ripple Pulse Matrix Retail 0524 orchestrates deterministic routing results for data workflows in retail scenarios. Optimized for compact mode.,medium,none,pro,Routing,compact,compact|data,45,11.95
Ripple Pulse Matrix Retail 0524 Verbose,data.gen-data-ripple-pulse-matrix-retail-0524.verbose,Magnexis APIHub > Data,api-data-gen-data-ripple-pulse-matrix-retail-0524-verbose,data,Ripple Pulse Matrix Retail 0524 orchestrates deterministic routing results for data workflows in retail scenarios. Optimized for verbose mode.,medium,none,pro,Routing,verbose,data|gen-523,45,11.73
Ripple Pulse Matrix Retail 0524 Safe,data.gen-data-ripple-pulse-matrix-retail-0524.safe,Magnexis APIHub > Data,api-data-gen-data-ripple-pulse-matrix-retail-0524-safe,data,Ripple Pulse Matrix Retail 0524 orchestrates deterministic routing results for data workflows in retail scenarios. Optimized for safe mode.,medium,none,pro,Routing,safe,data|gen-523,45,11.24
Ripple Pulse Matrix Retail 0524 Adaptive,data.gen-data-ripple-pulse-matrix-retail-0524.adaptive,Magnexis APIHub > Data,api-data-gen-data-ripple-pulse-matrix-retail-0524-adaptive,data,Ripple Pulse Matrix Retail 0524 orchestrates deterministic routing results for data workflows in retail scenarios. Optimized for adaptive mode.,medium,none,pro,Routing,adaptive,adaptive|data,45,12.11
Ripple Pulse Matrix Retail 0524 Batch,data.gen-data-ripple-pulse-matrix-retail-0524.batch,Magnexis APIHub > Data,api-data-gen-data-ripple-pulse-matrix-retail-0524-batch,data,Ripple Pulse Matrix Retail 0524 orchestrates deterministic routing results for data workflows in retail scenarios. Optimized for batch mode.,medium,none,pro,Routing,batch,batch|data,45,11.30
Atlas Pulse Matrix Retail 0525,business.gen-business-atlas-pulse-matrix-retail-0525.standard,Magnexis APIHub > Business,api-business-gen-business-atlas-pulse-matrix-retail-0525,business,Atlas Pulse Matrix Retail 0525 orchestrates deterministic profiling results for business workflows in retail scenarios.,high,none,pro,Profiling,standard,atlas|business,30,11.93
Atlas Pulse Matrix Retail 0525 Fast,business.gen-business-atlas-pulse-matrix-retail-0525.fast,Magnexis APIHub > Business,api-business-gen-business-atlas-pulse-matrix-retail-0525-fast,business,Atlas Pulse Matrix Retail 0525 orchestrates deterministic profiling results for business workflows in retail scenarios. Optimized for fast mode.,high,none,pro,Profiling,fast,atlas|business,20,11.62
Atlas Pulse Matrix Retail 0525 Deep,business.gen-business-atlas-pulse-matrix-retail-0525.deep,Magnexis APIHub > Business,api-business-gen-business-atlas-pulse-matrix-retail-0525-deep,business,Atlas Pulse Matrix Retail 0525 orchestrates deterministic profiling results for business workflows in retail scenarios. Optimized for deep mode.,high,none,pro,Profiling,deep,atlas|business,20,11.33
Atlas Pulse Matrix Retail 0525 Strict,business.gen-business-atlas-pulse-matrix-retail-0525.strict,Magnexis APIHub > Business,api-business-gen-business-atlas-pulse-matrix-retail-0525-strict,business,Atlas Pulse Matrix Retail 0525 orchestrates deterministic profiling results for business workflows in retail scenarios. Optimized for strict mode.,high,none,pro,Profiling,strict,atlas|business,20,11.50
Atlas Pulse Matrix Retail 0525 Creative,business.gen-business-atlas-pulse-matrix-retail-0525.creative,Magnexis APIHub > Business,api-business-gen-business-atlas-pulse-matrix-retail-0525-creative,business,Atlas Pulse Matrix Retail 0525 orchestrates deterministic profiling results for business workflows in retail scenarios. Optimized for creative mode.,high,none,pro,Profiling,creative,atlas|business,20,11.69
Atlas Pulse Matrix Retail 0525 Compact,business.gen-business-atlas-pulse-matrix-retail-0525.compact,Magnexis APIHub > Business,api-business-gen-business-atlas-pulse-matrix-retail-0525-compact,business,Atlas Pulse Matrix Retail 0525 orchestrates deterministic profiling results for business workflows in retail scenarios. Optimized for compact mode.,high,none,pro,Profiling,compact,atlas|business,20,11.34
Atlas Pulse Matrix Retail 0525 Verbose,business.gen-business-atlas-pulse-matrix-retail-0525.verbose,Magnexis APIHub > Business,api-business-gen-business-atlas-pulse-matrix-retail-0525-verbose,business,Atlas Pulse Matrix Retail 0525 orchestrates deterministic profiling results for business workflows in retail scenarios. Optimized for verbose mode.,high,none,pro,Profiling,verbose,atlas|business,20,12.03
Atlas Pulse Matrix Retail 0525 Safe,business.gen-business-atlas-pulse-matrix-retail-0525.safe,Magnexis APIHub > Business,api-business-gen-business-atlas-pulse-matrix-retail-0525-safe,business,Atlas Pulse Matrix Retail 0525 orchestrates deterministic profiling results for business workflows in retail scenarios. Optimized for safe mode.,high,none,pro,Profiling,safe,atlas|business,20,12.20
Atlas Pulse Matrix Retail 0525 Adaptive,business.gen-business-atlas-pulse-matrix-retail-0525.adaptive,Magnexis APIHub > Business,api-business-gen-business-atlas-pulse-matrix-retail-0525-adaptive,business,Atlas Pulse Matrix Retail 0525 orchestrates deterministic profiling results for business workflows in retail scenarios. Optimized for adaptive mode.,high,none,pro,Profiling,adaptive,adaptive|atlas,20,11.51
Atlas Pulse Matrix Retail 0525 Batch,business.gen-business-atlas-pulse-matrix-retail-0525.batch,Magnexis APIHub > Business,api-business-gen-business-atlas-pulse-matrix-retail-0525-batch,business,Atlas Pulse Matrix Retail 0525 orchestrates deterministic profiling results for business workflows in retail scenarios. Optimized for batch mode.,high,none,pro,Profiling,batch,atlas|batch,20,11.57
Forge Pulse Matrix Retail 0526,finance.gen-finance-forge-pulse-matrix-retail-0526.standard,Magnexis APIHub > Finance,api-finance-gen-finance-forge-pulse-matrix-retail-0526,finance,Forge Pulse Matrix Retail 0526 orchestrates deterministic monitoring results for finance workflows in retail scenarios.,low,none,free,Monitoring,standard,finance|forge,90,11.37
Forge Pulse Matrix Retail 0526 Fast,finance.gen-finance-forge-pulse-matrix-retail-0526.fast,Magnexis APIHub > Finance,api-finance-gen-finance-forge-pulse-matrix-retail-0526-fast,finance,Forge Pulse Matrix Retail 0526 orchestrates deterministic monitoring results for finance workflows in retail scenarios. Optimized for fast mode.,low,none,pro,Monitoring,fast,fast|finance,75,12.26
Forge Pulse Matrix Retail 0526 Deep,finance.gen-finance-forge-pulse-matrix-retail-0526.deep,Magnexis APIHub > Finance,api-finance-gen-finance-forge-pulse-matrix-retail-0526-deep,finance,Forge Pulse Matrix Retail 0526 orchestrates deterministic monitoring results for finance workflows in retail scenarios. Optimized for deep mode.,low,none,pro,Monitoring,deep,deep|finance,75,12.11
