Item Name,SKU,Categories,Permalink,Option Value 1,Description,Option Value 2,Option Value 3,Option Value 4,Reporting Category,Variation Name,Option Value 5,Option Value 6,Price
Spire Blend Ledger Retail 0656 Creative,finance.gen-finance-spire-blend-ledger-retail-0656.creative,Magnexis APIHub > Finance,api-finance-gen-finance-spire-blend-ledger-retail-0656-creative,finance,Spire Blend Ledger Retail 0656 orchestrates deterministic routing results for finance workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Routing,creative,blend|creative,45,24.70
Nexus Pulse Schema Retail 1289 Adaptive,text.gen-text-nexus-pulse-schema-retail-1289.adaptive,Magnexis APIHub > Text,api-text-gen-text-nexus-pulse-schema-retail-1289-adaptive,text,Nexus Pulse Schema Retail 1289 orchestrates deterministic mapping results for text workflows in retail scenarios. Optimized for adaptive mode.,medium,none,pro,Mapping,adaptive,adaptive|gen-288,45,37.91
Nexus Pulse Schema Retail 1289 Batch,text.gen-text-nexus-pulse-schema-retail-1289.batch,Magnexis APIHub > Text,api-text-gen-text-nexus-pulse-schema-retail-1289-batch,text,Nexus Pulse Schema Retail 1289 orchestrates deterministic mapping results for text workflows in retail scenarios. Optimized for batch mode.,medium,none,pro,Mapping,batch,batch|gen-288,45,38.09
Quartz Pulse Schema Retail 1290,dev.gen-dev-quartz-pulse-schema-retail-1290.standard,Magnexis APIHub > Dev,api-dev-gen-dev-quartz-pulse-schema-retail-1290,dev,Quartz Pulse Schema Retail 1290 orchestrates deterministic governance results for dev workflows in retail scenarios.,high,none,pro,Governance,standard,dev|gen-289,30,38.61
Quartz Pulse Schema Retail 1290 Fast,dev.gen-dev-quartz-pulse-schema-retail-1290.fast,Magnexis APIHub > Dev,api-dev-gen-dev-quartz-pulse-schema-retail-1290-fast,dev,Quartz Pulse Schema Retail 1290 orchestrates deterministic governance results for dev workflows in retail scenarios. Optimized for fast mode.,high,none,pro,Governance,fast,dev|fast,20,38.53
Quartz Pulse Schema Retail 1290 Deep,dev.gen-dev-quartz-pulse-schema-retail-1290.deep,Magnexis APIHub > Dev,api-dev-gen-dev-quartz-pulse-schema-retail-1290-deep,dev,Quartz Pulse Schema Retail 1290 orchestrates deterministic governance results for dev workflows in retail scenarios. Optimized for deep mode.,high,none,pro,Governance,deep,deep|dev,20,37.90
Quartz Pulse Schema Retail 1290 Strict,dev.gen-dev-quartz-pulse-schema-retail-1290.strict,Magnexis APIHub > Dev,api-dev-gen-dev-quartz-pulse-schema-retail-1290-strict,dev,Quartz Pulse Schema Retail 1290 orchestrates deterministic governance results for dev workflows in retail scenarios. Optimized for strict mode.,high,none,pro,Governance,strict,dev|gen-289,20,38.16
Quartz Pulse Schema Retail 1290 Creative,dev.gen-dev-quartz-pulse-schema-retail-1290.creative,Magnexis APIHub > Dev,api-dev-gen-dev-quartz-pulse-schema-retail-1290-creative,dev,Quartz Pulse Schema Retail 1290 orchestrates deterministic governance results for dev workflows in retail scenarios. Optimized for creative mode.,high,none,pro,Governance,creative,creative|dev,20,38.03
Quartz Pulse Schema Retail 1290 Compact,dev.gen-dev-quartz-pulse-schema-retail-1290.compact,Magnexis APIHub > Dev,api-dev-gen-dev-quartz-pulse-schema-retail-1290-compact,dev,Quartz Pulse Schema Retail 1290 orchestrates deterministic governance results for dev workflows in retail scenarios. Optimized for compact mode.,high,none,pro,Governance,compact,compact|dev,20,38.35
Quartz Pulse Schema Retail 1290 Verbose,dev.gen-dev-quartz-pulse-schema-retail-1290.verbose,Magnexis APIHub > Dev,api-dev-gen-dev-quartz-pulse-schema-retail-1290-verbose,dev,Quartz Pulse Schema Retail 1290 orchestrates deterministic governance results for dev workflows in retail scenarios. Optimized for verbose mode.,high,none,pro,Governance,verbose,dev|gen-289,20,38.08
Quartz Pulse Schema Retail 1290 Safe,dev.gen-dev-quartz-pulse-schema-retail-1290.safe,Magnexis APIHub > Dev,api-dev-gen-dev-quartz-pulse-schema-retail-1290-safe,dev,Quartz Pulse Schema Retail 1290 orchestrates deterministic governance results for dev workflows in retail scenarios. Optimized for safe mode.,high,none,pro,Governance,safe,dev|gen-289,20,38.17
Quartz Pulse Schema Retail 1290 Adaptive,dev.gen-dev-quartz-pulse-schema-retail-1290.adaptive,Magnexis APIHub > Dev,api-dev-gen-dev-quartz-pulse-schema-retail-1290-adaptive,dev,Quartz Pulse Schema Retail 1290 orchestrates deterministic governance results for dev workflows in retail scenarios. Optimized for adaptive mode.,high,none,pro,Governance,adaptive,adaptive|dev,20,38.67
Quartz Pulse Schema Retail 1290 Batch,dev.gen-dev-quartz-pulse-schema-retail-1290.batch,Magnexis APIHub > Dev,api-dev-gen-dev-quartz-pulse-schema-retail-1290-batch,dev,Quartz Pulse Schema Retail 1290 orchestrates deterministic governance results for dev workflows in retail scenarios. Optimized for batch mode.,high,none,pro,Governance,batch,batch|dev,20,37.99
Delta Pulse Schema Retail 1291,data.gen-data-delta-pulse-schema-retail-1291.standard,Magnexis APIHub > Data,api-data-gen-data-delta-pulse-schema-retail-1291,data,Delta Pulse Schema Retail 1291 orchestrates deterministic synthesis results for data workflows in retail scenarios.,low,none,free,Synthesis,standard,data|delta,90,38.16
Delta Pulse Schema Retail 1291 Fast,data.gen-data-delta-pulse-schema-retail-1291.fast,Magnexis APIHub > Data,api-data-gen-data-delta-pulse-schema-retail-1291-fast,data,Delta Pulse Schema Retail 1291 orchestrates deterministic synthesis results for data workflows in retail scenarios. Optimized for fast mode.,low,none,pro,Synthesis,fast,data|delta,75,37.98
Delta Pulse Schema Retail 1291 Deep,data.gen-data-delta-pulse-schema-retail-1291.deep,Magnexis APIHub > Data,api-data-gen-data-delta-pulse-schema-retail-1291-deep,data,Delta Pulse Schema Retail 1291 orchestrates deterministic synthesis results for data workflows in retail scenarios. Optimized for deep mode.,low,none,pro,Synthesis,deep,data|deep,75,38.05
Delta Pulse Schema Retail 1291 Strict,data.gen-data-delta-pulse-schema-retail-1291.strict,Magnexis APIHub > Data,api-data-gen-data-delta-pulse-schema-retail-1291-strict,data,Delta Pulse Schema Retail 1291 orchestrates deterministic synthesis results for data workflows in retail scenarios. Optimized for strict mode.,low,none,pro,Synthesis,strict,data|delta,75,38.11
Delta Pulse Schema Retail 1291 Creative,data.gen-data-delta-pulse-schema-retail-1291.creative,Magnexis APIHub > Data,api-data-gen-data-delta-pulse-schema-retail-1291-creative,data,Delta Pulse Schema Retail 1291 orchestrates deterministic synthesis results for data workflows in retail scenarios. Optimized for creative mode.,low,none,pro,Synthesis,creative,creative|data,75,38.23
Delta Pulse Schema Retail 1291 Compact,data.gen-data-delta-pulse-schema-retail-1291.compact,Magnexis APIHub > Data,api-data-gen-data-delta-pulse-schema-retail-1291-compact,data,Delta Pulse Schema Retail 1291 orchestrates deterministic synthesis results for data workflows in retail scenarios. Optimized for compact mode.,low,none,pro,Synthesis,compact,compact|data,75,38.35
Delta Pulse Schema Retail 1291 Verbose,data.gen-data-delta-pulse-schema-retail-1291.verbose,Magnexis APIHub > Data,api-data-gen-data-delta-pulse-schema-retail-1291-verbose,data,Delta Pulse Schema Retail 1291 orchestrates deterministic synthesis results for data workflows in retail scenarios. Optimized for verbose mode.,low,none,pro,Synthesis,verbose,data|delta,75,37.91
Delta Pulse Schema Retail 1291 Safe,data.gen-data-delta-pulse-schema-retail-1291.safe,Magnexis APIHub > Data,api-data-gen-data-delta-pulse-schema-retail-1291-safe,data,Delta Pulse Schema Retail 1291 orchestrates deterministic synthesis results for data workflows in retail scenarios. Optimized for safe mode.,low,none,pro,Synthesis,safe,data|delta,75,37.88
Delta Pulse Schema Retail 1291 Adaptive,data.gen-data-delta-pulse-schema-retail-1291.adaptive,Magnexis APIHub > Data,api-data-gen-data-delta-pulse-schema-retail-1291-adaptive,data,Delta Pulse Schema Retail 1291 orchestrates deterministic synthesis results for data workflows in retail scenarios. Optimized for adaptive mode.,low,none,pro,Synthesis,adaptive,adaptive|data,75,37.88
Delta Pulse Schema Retail 1291 Batch,data.gen-data-delta-pulse-schema-retail-1291.batch,Magnexis APIHub > Data,api-data-gen-data-delta-pulse-schema-retail-1291-batch,data,Delta Pulse Schema Retail 1291 orchestrates deterministic synthesis results for data workflows in retail scenarios. Optimized for batch mode.,low,none,pro,Synthesis,batch,batch|data,75,38.59
Ripple Pulse Schema Retail 1292,business.gen-business-ripple-pulse-schema-retail-1292.standard,Magnexis APIHub > Business,api-business-gen-business-ripple-pulse-schema-retail-1292,business,Ripple Pulse Schema Retail 1292 orchestrates deterministic routing results for business workflows in retail scenarios.,medium,none,free,Routing,standard,business|gen-291,60,37.96
Ripple Pulse Schema Retail 1292 Fast,business.gen-business-ripple-pulse-schema-retail-1292.fast,Magnexis APIHub > Business,api-business-gen-business-ripple-pulse-schema-retail-1292-fast,business,Ripple Pulse Schema Retail 1292 orchestrates deterministic routing results for business workflows in retail scenarios. Optimized for fast mode.,medium,none,pro,Routing,fast,business|fast,45,38.20
Ripple Pulse Schema Retail 1292 Deep,business.gen-business-ripple-pulse-schema-retail-1292.deep,Magnexis APIHub > Business,api-business-gen-business-ripple-pulse-schema-retail-1292-deep,business,Ripple Pulse Schema Retail 1292 orchestrates deterministic routing results for business workflows in retail scenarios. Optimized for deep mode.,medium,none,pro,Routing,deep,business|deep,45,38.49
Ripple Pulse Schema Retail 1292 Strict,business.gen-business-ripple-pulse-schema-retail-1292.strict,Magnexis APIHub > Business,api-business-gen-business-ripple-pulse-schema-retail-1292-strict,business,Ripple Pulse Schema Retail 1292 orchestrates deterministic routing results for business workflows in retail scenarios. Optimized for strict mode.,medium,none,pro,Routing,strict,business|gen-291,45,38.26
Ripple Pulse Schema Retail 1292 Creative,business.gen-business-ripple-pulse-schema-retail-1292.creative,Magnexis APIHub > Business,api-business-gen-business-ripple-pulse-schema-retail-1292-creative,business,Ripple Pulse Schema Retail 1292 orchestrates deterministic routing results for business workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Routing,creative,business|creative,45,38.16
Ripple Pulse Schema Retail 1292 Compact,business.gen-business-ripple-pulse-schema-retail-1292.compact,Magnexis APIHub > Business,api-business-gen-business-ripple-pulse-schema-retail-1292-compact,business,Ripple Pulse Schema Retail 1292 orchestrates deterministic routing results for business workflows in retail scenarios. Optimized for compact mode.,medium,none,pro,Routing,compact,business|compact,45,38.26
Ripple Pulse Schema Retail 1292 Verbose,business.gen-business-ripple-pulse-schema-retail-1292.verbose,Magnexis APIHub > Business,api-business-gen-business-ripple-pulse-schema-retail-1292-verbose,business,Ripple Pulse Schema Retail 1292 orchestrates deterministic routing results for business workflows in retail scenarios. Optimized for verbose mode.,medium,none,pro,Routing,verbose,business|gen-291,45,37.97
Ripple Pulse Schema Retail 1292 Safe,business.gen-business-ripple-pulse-schema-retail-1292.safe,Magnexis APIHub > Business,api-business-gen-business-ripple-pulse-schema-retail-1292-safe,business,Ripple Pulse Schema Retail 1292 orchestrates deterministic routing results for business workflows in retail scenarios. Optimized for safe mode.,medium,none,pro,Routing,safe,business|gen-291,45,38.04
Ripple Pulse Schema Retail 1292 Adaptive,business.gen-business-ripple-pulse-schema-retail-1292.adaptive,Magnexis APIHub > Business,api-business-gen-business-ripple-pulse-schema-retail-1292-adaptive,business,Ripple Pulse Schema Retail 1292 orchestrates deterministic routing results for business workflows in retail scenarios. Optimized for adaptive mode.,medium,none,pro,Routing,adaptive,adaptive|business,45,38.56
Ripple Pulse Schema Retail 1292 Batch,business.gen-business-ripple-pulse-schema-retail-1292.batch,Magnexis APIHub > Business,api-business-gen-business-ripple-pulse-schema-retail-1292-batch,business,Ripple Pulse Schema Retail 1292 orchestrates deterministic routing results for business workflows in retail scenarios. Optimized for batch mode.,medium,none,pro,Routing,batch,batch|business,45,38.35
Atlas Pulse Schema Retail 1293,finance.gen-finance-atlas-pulse-schema-retail-1293.standard,Magnexis APIHub > Finance,api-finance-gen-finance-atlas-pulse-schema-retail-1293,finance,Atlas Pulse Schema Retail 1293 orchestrates deterministic profiling results for finance workflows in retail scenarios.,high,none,pro,Profiling,standard,atlas|finance,30,38.56
Atlas Pulse Schema Retail 1293 Fast,finance.gen-finance-atlas-pulse-schema-retail-1293.fast,Magnexis APIHub > Finance,api-finance-gen-finance-atlas-pulse-schema-retail-1293-fast,finance,Atlas Pulse Schema Retail 1293 orchestrates deterministic profiling results for finance workflows in retail scenarios. Optimized for fast mode.,high,none,pro,Profiling,fast,atlas|fast,20,38.47
Atlas Pulse Schema Retail 1293 Deep,finance.gen-finance-atlas-pulse-schema-retail-1293.deep,Magnexis APIHub > Finance,api-finance-gen-finance-atlas-pulse-schema-retail-1293-deep,finance,Atlas Pulse Schema Retail 1293 orchestrates deterministic profiling results for finance workflows in retail scenarios. Optimized for deep mode.,high,none,pro,Profiling,deep,atlas|deep,20,38.87
Atlas Pulse Schema Retail 1293 Strict,finance.gen-finance-atlas-pulse-schema-retail-1293.strict,Magnexis APIHub > Finance,api-finance-gen-finance-atlas-pulse-schema-retail-1293-strict,finance,Atlas Pulse Schema Retail 1293 orchestrates deterministic profiling results for finance workflows in retail scenarios. Optimized for strict mode.,high,none,pro,Profiling,strict,atlas|finance,20,38.12
Atlas Pulse Schema Retail 1293 Creative,finance.gen-finance-atlas-pulse-schema-retail-1293.creative,Magnexis APIHub > Finance,api-finance-gen-finance-atlas-pulse-schema-retail-1293-creative,finance,Atlas Pulse Schema Retail 1293 orchestrates deterministic profiling results for finance workflows in retail scenarios. Optimized for creative mode.,high,none,pro,Profiling,creative,atlas|creative,20,38.84
Atlas Pulse Schema Retail 1293 Compact,finance.gen-finance-atlas-pulse-schema-retail-1293.compact,Magnexis APIHub > Finance,api-finance-gen-finance-atlas-pulse-schema-retail-1293-compact,finance,Atlas Pulse Schema Retail 1293 orchestrates deterministic profiling results for finance workflows in retail scenarios. Optimized for compact mode.,high,none,pro,Profiling,compact,atlas|compact,20,38.77
Atlas Pulse Schema Retail 1293 Verbose,finance.gen-finance-atlas-pulse-schema-retail-1293.verbose,Magnexis APIHub > Finance,api-finance-gen-finance-atlas-pulse-schema-retail-1293-verbose,finance,Atlas Pulse Schema Retail 1293 orchestrates deterministic profiling results for finance workflows in retail scenarios. Optimized for verbose mode.,high,none,pro,Profiling,verbose,atlas|finance,20,38.09
Atlas Pulse Schema Retail 1293 Safe,finance.gen-finance-atlas-pulse-schema-retail-1293.safe,Magnexis APIHub > Finance,api-finance-gen-finance-atlas-pulse-schema-retail-1293-safe,finance,Atlas Pulse Schema Retail 1293 orchestrates deterministic profiling results for finance workflows in retail scenarios. Optimized for safe mode.,high,none,pro,Profiling,safe,atlas|finance,20,38.91
Atlas Pulse Schema Retail 1293 Adaptive,finance.gen-finance-atlas-pulse-schema-retail-1293.adaptive,Magnexis APIHub > Finance,api-finance-gen-finance-atlas-pulse-schema-retail-1293-adaptive,finance,Atlas Pulse Schema Retail 1293 orchestrates deterministic profiling results for finance workflows in retail scenarios. Optimized for adaptive mode.,high,none,pro,Profiling,adaptive,adaptive|atlas,20,38.36
Atlas Pulse Schema Retail 1293 Batch,finance.gen-finance-atlas-pulse-schema-retail-1293.batch,Magnexis APIHub > Finance,api-finance-gen-finance-atlas-pulse-schema-retail-1293-batch,finance,Atlas Pulse Schema Retail 1293 orchestrates deterministic profiling results for finance workflows in retail scenarios. Optimized for batch mode.,high,none,pro,Profiling,batch,atlas|batch,20,38.79
Forge Pulse Schema Retail 1294,security.gen-security-forge-pulse-schema-retail-1294.standard,Magnexis APIHub > Security,api-security-gen-security-forge-pulse-schema-retail-1294,security,Forge Pulse Schema Retail 1294 orchestrates deterministic monitoring results for security workflows in retail scenarios.,low,none,free,Monitoring,standard,forge|gen-293,90,38.37
Forge Pulse Schema Retail 1294 Fast,security.gen-security-forge-pulse-schema-retail-1294.fast,Magnexis APIHub > Security,api-security-gen-security-forge-pulse-schema-retail-1294-fast,security,Forge Pulse Schema Retail 1294 orchestrates deterministic monitoring results for security workflows in retail scenarios. Optimized for fast mode.,low,none,pro,Monitoring,fast,fast|forge,75,38.82
Forge Pulse Schema Retail 1294 Deep,security.gen-security-forge-pulse-schema-retail-1294.deep,Magnexis APIHub > Security,api-security-gen-security-forge-pulse-schema-retail-1294-deep,security,Forge Pulse Schema Retail 1294 orchestrates deterministic monitoring results for security workflows in retail scenarios. Optimized for deep mode.,low,none,pro,Monitoring,deep,deep|forge,75,38.72
Forge Pulse Schema Retail 1294 Strict,security.gen-security-forge-pulse-schema-retail-1294.strict,Magnexis APIHub > Security,api-security-gen-security-forge-pulse-schema-retail-1294-strict,security,Forge Pulse Schema Retail 1294 orchestrates deterministic monitoring results for security workflows in retail scenarios. Optimized for strict mode.,low,none,pro,Monitoring,strict,forge|gen-293,75,38.73
Forge Pulse Schema Retail 1294 Creative,security.gen-security-forge-pulse-schema-retail-1294.creative,Magnexis APIHub > Security,api-security-gen-security-forge-pulse-schema-retail-1294-creative,security,Forge Pulse Schema Retail 1294 orchestrates deterministic monitoring results for security workflows in retail scenarios. Optimized for creative mode.,low,none,pro,Monitoring,creative,creative|forge,75,38.46
Forge Pulse Schema Retail 1294 Compact,security.gen-security-forge-pulse-schema-retail-1294.compact,Magnexis APIHub > Security,api-security-gen-security-forge-pulse-schema-retail-1294-compact,security,Forge Pulse Schema Retail 1294 orchestrates deterministic monitoring results for security workflows in retail scenarios. Optimized for compact mode.,low,none,pro,Monitoring,compact,compact|forge,75,38.87
Forge Pulse Schema Retail 1294 Verbose,security.gen-security-forge-pulse-schema-retail-1294.verbose,Magnexis APIHub > Security,api-security-gen-security-forge-pulse-schema-retail-1294-verbose,security,Forge Pulse Schema Retail 1294 orchestrates deterministic monitoring results for security workflows in retail scenarios. Optimized for verbose mode.,low,none,pro,Monitoring,verbose,forge|gen-293,75,38.36
Forge Pulse Schema Retail 1294 Safe,security.gen-security-forge-pulse-schema-retail-1294.safe,Magnexis APIHub > Security,api-security-gen-security-forge-pulse-schema-retail-1294-safe,security,Forge Pulse Schema Retail 1294 orchestrates deterministic monitoring results for security workflows in retail scenarios. Optimized for safe mode.,low,none,pro,Monitoring,safe,forge|gen-293,75,38.89
Forge Pulse Schema Retail 1294 Adaptive,security.gen-security-forge-pulse-schema-retail-1294.adaptive,Magnexis APIHub > Security,api-security-gen-security-forge-pulse-schema-retail-1294-adaptive,security,Forge Pulse Schema Retail 1294 orchestrates deterministic monitoring results for security workflows in retail scenarios. Optimized for adaptive mode.,low,none,pro,Monitoring,adaptive,adaptive|forge,75,38.59
Forge Pulse Schema Retail 1294 Batch,security.gen-security-forge-pulse-schema-retail-1294.batch,Magnexis APIHub > Security,api-security-gen-security-forge-pulse-schema-retail-1294-batch,security,Forge Pulse Schema Retail 1294 orchestrates deterministic monitoring results for security workflows in retail scenarios. Optimized for batch mode.,low,none,pro,Monitoring,batch,batch|forge,75,38.20
Ember Pulse Schema Retail 1295,web.gen-web-ember-pulse-schema-retail-1295.standard,Magnexis APIHub > Web,api-web-gen-web-ember-pulse-schema-retail-1295,web,Ember Pulse Schema Retail 1295 orchestrates deterministic simulation results for web workflows in retail scenarios.,medium,none,free,Simulation,standard,ember|gen-294,60,38.31
Ember Pulse Schema Retail 1295 Fast,web.gen-web-ember-pulse-schema-retail-1295.fast,Magnexis APIHub > Web,api-web-gen-web-ember-pulse-schema-retail-1295-fast,web,Ember Pulse Schema Retail 1295 orchestrates deterministic simulation results for web workflows in retail scenarios. Optimized for fast mode.,medium,none,pro,Simulation,fast,ember|fast,45,38.37
Ember Pulse Schema Retail 1295 Deep,web.gen-web-ember-pulse-schema-retail-1295.deep,Magnexis APIHub > Web,api-web-gen-web-ember-pulse-schema-retail-1295-deep,web,Ember Pulse Schema Retail 1295 orchestrates deterministic simulation results for web workflows in retail scenarios. Optimized for deep mode.,medium,none,pro,Simulation,deep,deep|ember,45,38.92
Ember Pulse Schema Retail 1295 Strict,web.gen-web-ember-pulse-schema-retail-1295.strict,Magnexis APIHub > Web,api-web-gen-web-ember-pulse-schema-retail-1295-strict,web,Ember Pulse Schema Retail 1295 orchestrates deterministic simulation results for web workflows in retail scenarios. Optimized for strict mode.,medium,none,pro,Simulation,strict,ember|gen-294,45,38.38
Ember Pulse Schema Retail 1295 Creative,web.gen-web-ember-pulse-schema-retail-1295.creative,Magnexis APIHub > Web,api-web-gen-web-ember-pulse-schema-retail-1295-creative,web,Ember Pulse Schema Retail 1295 orchestrates deterministic simulation results for web workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Simulation,creative,creative|ember,45,38.56
Ember Pulse Schema Retail 1295 Compact,web.gen-web-ember-pulse-schema-retail-1295.compact,Magnexis APIHub > Web,api-web-gen-web-ember-pulse-schema-retail-1295-compact,web,Ember Pulse Schema Retail 1295 orchestrates deterministic simulation results for web workflows in retail scenarios. Optimized for compact mode.,medium,none,pro,Simulation,compact,compact|ember,45,39.12
Ember Pulse Schema Retail 1295 Verbose,web.gen-web-ember-pulse-schema-retail-1295.verbose,Magnexis APIHub > Web,api-web-gen-web-ember-pulse-schema-retail-1295-verbose,web,Ember Pulse Schema Retail 1295 orchestrates deterministic simulation results for web workflows in retail scenarios. Optimized for verbose mode.,medium,none,pro,Simulation,verbose,ember|gen-294,45,38.59
Ember Pulse Schema Retail 1295 Safe,web.gen-web-ember-pulse-schema-retail-1295.safe,Magnexis APIHub > Web,api-web-gen-web-ember-pulse-schema-retail-1295-safe,web,Ember Pulse Schema Retail 1295 orchestrates deterministic simulation results for web workflows in retail scenarios. Optimized for safe mode.,medium,none,pro,Simulation,safe,ember|gen-294,45,38.66
Ember Pulse Schema Retail 1295 Adaptive,web.gen-web-ember-pulse-schema-retail-1295.adaptive,Magnexis APIHub > Web,api-web-gen-web-ember-pulse-schema-retail-1295-adaptive,web,Ember Pulse Schema Retail 1295 orchestrates deterministic simulation results for web workflows in retail scenarios. Optimized for adaptive mode.,medium,none,pro,Simulation,adaptive,adaptive|ember,45,38.86
Ember Pulse Schema Retail 1295 Batch,web.gen-web-ember-pulse-schema-retail-1295.batch,Magnexis APIHub > Web,api-web-gen-web-ember-pulse-schema-retail-1295-batch,web,Ember Pulse Schema Retail 1295 orchestrates deterministic simulation results for web workflows in retail scenarios. Optimized for batch mode.,medium,none,pro,Simulation,batch,batch|ember,45,38.64
Spire Pulse Schema Retail 1296,media.gen-media-spire-pulse-schema-retail-1296.standard,Magnexis APIHub > Media,api-media-gen-media-spire-pulse-schema-retail-1296,media,Spire Pulse Schema Retail 1296 orchestrates deterministic optimization results for media workflows in retail scenarios.,high,none,pro,Optimization,standard,gen-295|magnexis,30,39.12
Spire Pulse Schema Retail 1296 Fast,media.gen-media-spire-pulse-schema-retail-1296.fast,Magnexis APIHub > Media,api-media-gen-media-spire-pulse-schema-retail-1296-fast,media,Spire Pulse Schema Retail 1296 orchestrates deterministic optimization results for media workflows in retail scenarios. Optimized for fast mode.,high,none,pro,Optimization,fast,fast|gen-295,20,38.47
Spire Pulse Schema Retail 1296 Deep,media.gen-media-spire-pulse-schema-retail-1296.deep,Magnexis APIHub > Media,api-media-gen-media-spire-pulse-schema-retail-1296-deep,media,Spire Pulse Schema Retail 1296 orchestrates deterministic optimization results for media workflows in retail scenarios. Optimized for deep mode.,high,none,pro,Optimization,deep,deep|gen-295,20,38.52
Spire Pulse Schema Retail 1296 Strict,media.gen-media-spire-pulse-schema-retail-1296.strict,Magnexis APIHub > Media,api-media-gen-media-spire-pulse-schema-retail-1296-strict,media,Spire Pulse Schema Retail 1296 orchestrates deterministic optimization results for media workflows in retail scenarios. Optimized for strict mode.,high,none,pro,Optimization,strict,gen-295|magnexis,20,38.89
Spire Pulse Schema Retail 1296 Creative,media.gen-media-spire-pulse-schema-retail-1296.creative,Magnexis APIHub > Media,api-media-gen-media-spire-pulse-schema-retail-1296-creative,media,Spire Pulse Schema Retail 1296 orchestrates deterministic optimization results for media workflows in retail scenarios. Optimized for creative mode.,high,none,pro,Optimization,creative,creative|gen-295,20,38.54
Spire Pulse Schema Retail 1296 Compact,media.gen-media-spire-pulse-schema-retail-1296.compact,Magnexis APIHub > Media,api-media-gen-media-spire-pulse-schema-retail-1296-compact,media,Spire Pulse Schema Retail 1296 orchestrates deterministic optimization results for media workflows in retail scenarios. Optimized for compact mode.,high,none,pro,Optimization,compact,compact|gen-295,20,38.35
Spire Pulse Schema Retail 1296 Verbose,media.gen-media-spire-pulse-schema-retail-1296.verbose,Magnexis APIHub > Media,api-media-gen-media-spire-pulse-schema-retail-1296-verbose,media,Spire Pulse Schema Retail 1296 orchestrates deterministic optimization results for media workflows in retail scenarios. Optimized for verbose mode.,high,none,pro,Optimization,verbose,gen-295|magnexis,20,38.62
Spire Pulse Schema Retail 1296 Safe,media.gen-media-spire-pulse-schema-retail-1296.safe,Magnexis APIHub > Media,api-media-gen-media-spire-pulse-schema-retail-1296-safe,media,Spire Pulse Schema Retail 1296 orchestrates deterministic optimization results for media workflows in retail scenarios. Optimized for safe mode.,high,none,pro,Optimization,safe,gen-295|magnexis,20,39.29
Spire Pulse Schema Retail 1296 Adaptive,media.gen-media-spire-pulse-schema-retail-1296.adaptive,Magnexis APIHub > Media,api-media-gen-media-spire-pulse-schema-retail-1296-adaptive,media,Spire Pulse Schema Retail 1296 orchestrates deterministic optimization results for media workflows in retail scenarios. Optimized for adaptive mode.,high,none,pro,Optimization,adaptive,adaptive|gen-295,20,38.66
Spire Pulse Schema Retail 1296 Batch,media.gen-media-spire-pulse-schema-retail-1296.batch,Magnexis APIHub > Media,api-media-gen-media-spire-pulse-schema-retail-1296-batch,media,Spire Pulse Schema Retail 1296 orchestrates deterministic optimization results for media workflows in retail scenarios. Optimized for batch mode.,high,none,pro,Optimization,batch,batch|gen-295,20,39.19
Aurora Stitch Schema Retail 1297,game.gen-game-aurora-stitch-schema-retail-1297.standard,Magnexis APIHub > Game,api-game-gen-game-aurora-stitch-schema-retail-1297,game,Aurora Stitch Schema Retail 1297 orchestrates deterministic orchestration results for game workflows in retail scenarios.,low,none,free,Orchestration,standard,aurora|game,90,39.33
Aurora Stitch Schema Retail 1297 Fast,game.gen-game-aurora-stitch-schema-retail-1297.fast,Magnexis APIHub > Game,api-game-gen-game-aurora-stitch-schema-retail-1297-fast,game,Aurora Stitch Schema Retail 1297 orchestrates deterministic orchestration results for game workflows in retail scenarios. Optimized for fast mode.,low,none,pro,Orchestration,fast,aurora|fast,75,39.13
Aurora Stitch Schema Retail 1297 Deep,game.gen-game-aurora-stitch-schema-retail-1297.deep,Magnexis APIHub > Game,api-game-gen-game-aurora-stitch-schema-retail-1297-deep,game,Aurora Stitch Schema Retail 1297 orchestrates deterministic orchestration results for game workflows in retail scenarios. Optimized for deep mode.,low,none,pro,Orchestration,deep,aurora|deep,75,38.63
Aurora Stitch Schema Retail 1297 Strict,game.gen-game-aurora-stitch-schema-retail-1297.strict,Magnexis APIHub > Game,api-game-gen-game-aurora-stitch-schema-retail-1297-strict,game,Aurora Stitch Schema Retail 1297 orchestrates deterministic orchestration results for game workflows in retail scenarios. Optimized for strict mode.,low,none,pro,Orchestration,strict,aurora|game,75,39.22
Aurora Stitch Schema Retail 1297 Creative,game.gen-game-aurora-stitch-schema-retail-1297.creative,Magnexis APIHub > Game,api-game-gen-game-aurora-stitch-schema-retail-1297-creative,game,Aurora Stitch Schema Retail 1297 orchestrates deterministic orchestration results for game workflows in retail scenarios. Optimized for creative mode.,low,none,pro,Orchestration,creative,aurora|creative,75,39.34
Aurora Stitch Schema Retail 1297 Compact,game.gen-game-aurora-stitch-schema-retail-1297.compact,Magnexis APIHub > Game,api-game-gen-game-aurora-stitch-schema-retail-1297-compact,game,Aurora Stitch Schema Retail 1297 orchestrates deterministic orchestration results for game workflows in retail scenarios. Optimized for compact mode.,low,none,pro,Orchestration,compact,aurora|compact,75,39.13
