Item Name,SKU,Categories,Permalink,Option Value 1,Description,Option Value 2,Option Value 3,Option Value 4,Reporting Category,Variation Name,Option Value 5,Option Value 6,Price
Cinder Weave Vector Retail 2104 Verbose,sim.gen-sim-cinder-weave-vector-retail-2104.verbose,Magnexis APIHub > Sim,api-sim-gen-sim-cinder-weave-vector-retail-2104-verbose,sim,Cinder Weave Vector Retail 2104 orchestrates deterministic forecasting results for sim workflows in retail scenarios. Optimized for verbose mode.,low,none,pro,Forecasting,verbose,cinder|forecasting,75,19.37
Cinder Weave Vector Retail 2104 Safe,sim.gen-sim-cinder-weave-vector-retail-2104.safe,Magnexis APIHub > Sim,api-sim-gen-sim-cinder-weave-vector-retail-2104-safe,sim,Cinder Weave Vector Retail 2104 orchestrates deterministic forecasting results for sim workflows in retail scenarios. Optimized for safe mode.,low,none,pro,Forecasting,safe,cinder|forecasting,75,19.96
Cinder Weave Vector Retail 2104 Adaptive,sim.gen-sim-cinder-weave-vector-retail-2104.adaptive,Magnexis APIHub > Sim,api-sim-gen-sim-cinder-weave-vector-retail-2104-adaptive,sim,Cinder Weave Vector Retail 2104 orchestrates deterministic forecasting results for sim workflows in retail scenarios. Optimized for adaptive mode.,low,none,pro,Forecasting,adaptive,adaptive|cinder,75,19.21
Cinder Weave Vector Retail 2104 Batch,sim.gen-sim-cinder-weave-vector-retail-2104.batch,Magnexis APIHub > Sim,api-sim-gen-sim-cinder-weave-vector-retail-2104-batch,sim,Cinder Weave Vector Retail 2104 orchestrates deterministic forecasting results for sim workflows in retail scenarios. Optimized for batch mode.,low,none,pro,Forecasting,batch,batch|cinder,75,19.56
Nexus Weave Vector Retail 2105,edu.gen-edu-nexus-weave-vector-retail-2105.standard,Magnexis APIHub > Edu,api-edu-gen-edu-nexus-weave-vector-retail-2105,edu,Nexus Weave Vector Retail 2105 orchestrates deterministic mapping results for edu workflows in retail scenarios.,medium,none,free,Mapping,standard,edu|gen-104,60,20.13
Nexus Weave Vector Retail 2105 Fast,edu.gen-edu-nexus-weave-vector-retail-2105.fast,Magnexis APIHub > Edu,api-edu-gen-edu-nexus-weave-vector-retail-2105-fast,edu,Nexus Weave Vector Retail 2105 orchestrates deterministic mapping results for edu workflows in retail scenarios. Optimized for fast mode.,medium,none,pro,Mapping,fast,edu|fast,45,19.68
Nexus Weave Vector Retail 2105 Deep,edu.gen-edu-nexus-weave-vector-retail-2105.deep,Magnexis APIHub > Edu,api-edu-gen-edu-nexus-weave-vector-retail-2105-deep,edu,Nexus Weave Vector Retail 2105 orchestrates deterministic mapping results for edu workflows in retail scenarios. Optimized for deep mode.,medium,none,pro,Mapping,deep,deep|edu,45,19.72
Nexus Weave Vector Retail 2105 Strict,edu.gen-edu-nexus-weave-vector-retail-2105.strict,Magnexis APIHub > Edu,api-edu-gen-edu-nexus-weave-vector-retail-2105-strict,edu,Nexus Weave Vector Retail 2105 orchestrates deterministic mapping results for edu workflows in retail scenarios. Optimized for strict mode.,medium,none,pro,Mapping,strict,edu|gen-104,45,20.06
Nexus Weave Vector Retail 2105 Creative,edu.gen-edu-nexus-weave-vector-retail-2105.creative,Magnexis APIHub > Edu,api-edu-gen-edu-nexus-weave-vector-retail-2105-creative,edu,Nexus Weave Vector Retail 2105 orchestrates deterministic mapping results for edu workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Mapping,creative,creative|edu,45,19.73
Nexus Weave Vector Retail 2105 Compact,edu.gen-edu-nexus-weave-vector-retail-2105.compact,Magnexis APIHub > Edu,api-edu-gen-edu-nexus-weave-vector-retail-2105-compact,edu,Nexus Weave Vector Retail 2105 orchestrates deterministic mapping results for edu workflows in retail scenarios. Optimized for compact mode.,medium,none,pro,Mapping,compact,compact|edu,45,19.68
Nexus Weave Vector Retail 2105 Verbose,edu.gen-edu-nexus-weave-vector-retail-2105.verbose,Magnexis APIHub > Edu,api-edu-gen-edu-nexus-weave-vector-retail-2105-verbose,edu,Nexus Weave Vector Retail 2105 orchestrates deterministic mapping results for edu workflows in retail scenarios. Optimized for verbose mode.,medium,none,pro,Mapping,verbose,edu|gen-104,45,19.27
Nexus Weave Vector Retail 2105 Safe,edu.gen-edu-nexus-weave-vector-retail-2105.safe,Magnexis APIHub > Edu,api-edu-gen-edu-nexus-weave-vector-retail-2105-safe,edu,Nexus Weave Vector Retail 2105 orchestrates deterministic mapping results for edu workflows in retail scenarios. Optimized for safe mode.,medium,none,pro,Mapping,safe,edu|gen-104,45,19.38
Nexus Weave Vector Retail 2105 Adaptive,edu.gen-edu-nexus-weave-vector-retail-2105.adaptive,Magnexis APIHub > Edu,api-edu-gen-edu-nexus-weave-vector-retail-2105-adaptive,edu,Nexus Weave Vector Retail 2105 orchestrates deterministic mapping results for edu workflows in retail scenarios. Optimized for adaptive mode.,medium,none,pro,Mapping,adaptive,adaptive|edu,45,19.56
Nexus Weave Vector Retail 2105 Batch,edu.gen-edu-nexus-weave-vector-retail-2105.batch,Magnexis APIHub > Edu,api-edu-gen-edu-nexus-weave-vector-retail-2105-batch,edu,Nexus Weave Vector Retail 2105 orchestrates deterministic mapping results for edu workflows in retail scenarios. Optimized for batch mode.,medium,none,pro,Mapping,batch,batch|edu,45,19.49
Quartz Weave Vector Retail 2106,utility.gen-utility-quartz-weave-vector-retail-2106.standard,Magnexis APIHub > Utility,api-utility-gen-utility-quartz-weave-vector-retail-2106,utility,Quartz Weave Vector Retail 2106 orchestrates deterministic governance results for utility workflows in retail scenarios.,high,none,pro,Governance,standard,gen-105|governance,30,19.91
Quartz Weave Vector Retail 2106 Fast,utility.gen-utility-quartz-weave-vector-retail-2106.fast,Magnexis APIHub > Utility,api-utility-gen-utility-quartz-weave-vector-retail-2106-fast,utility,Quartz Weave Vector Retail 2106 orchestrates deterministic governance results for utility workflows in retail scenarios. Optimized for fast mode.,high,none,pro,Governance,fast,fast|gen-105,20,19.33
Quartz Weave Vector Retail 2106 Deep,utility.gen-utility-quartz-weave-vector-retail-2106.deep,Magnexis APIHub > Utility,api-utility-gen-utility-quartz-weave-vector-retail-2106-deep,utility,Quartz Weave Vector Retail 2106 orchestrates deterministic governance results for utility workflows in retail scenarios. Optimized for deep mode.,high,none,pro,Governance,deep,deep|gen-105,20,19.36
Quartz Weave Vector Retail 2106 Strict,utility.gen-utility-quartz-weave-vector-retail-2106.strict,Magnexis APIHub > Utility,api-utility-gen-utility-quartz-weave-vector-retail-2106-strict,utility,Quartz Weave Vector Retail 2106 orchestrates deterministic governance results for utility workflows in retail scenarios. Optimized for strict mode.,high,none,pro,Governance,strict,gen-105|governance,20,19.60
Quartz Weave Vector Retail 2106 Creative,utility.gen-utility-quartz-weave-vector-retail-2106.creative,Magnexis APIHub > Utility,api-utility-gen-utility-quartz-weave-vector-retail-2106-creative,utility,Quartz Weave Vector Retail 2106 orchestrates deterministic governance results for utility workflows in retail scenarios. Optimized for creative mode.,high,none,pro,Governance,creative,creative|gen-105,20,20.09
Quartz Weave Vector Retail 2106 Compact,utility.gen-utility-quartz-weave-vector-retail-2106.compact,Magnexis APIHub > Utility,api-utility-gen-utility-quartz-weave-vector-retail-2106-compact,utility,Quartz Weave Vector Retail 2106 orchestrates deterministic governance results for utility workflows in retail scenarios. Optimized for compact mode.,high,none,pro,Governance,compact,compact|gen-105,20,19.51
Quartz Weave Vector Retail 2106 Verbose,utility.gen-utility-quartz-weave-vector-retail-2106.verbose,Magnexis APIHub > Utility,api-utility-gen-utility-quartz-weave-vector-retail-2106-verbose,utility,Quartz Weave Vector Retail 2106 orchestrates deterministic governance results for utility workflows in retail scenarios. Optimized for verbose mode.,high,none,pro,Governance,verbose,gen-105|governance,20,20.04
Quartz Weave Vector Retail 2106 Safe,utility.gen-utility-quartz-weave-vector-retail-2106.safe,Magnexis APIHub > Utility,api-utility-gen-utility-quartz-weave-vector-retail-2106-safe,utility,Quartz Weave Vector Retail 2106 orchestrates deterministic governance results for utility workflows in retail scenarios. Optimized for safe mode.,high,none,pro,Governance,safe,gen-105|governance,20,20.18
Quartz Weave Vector Retail 2106 Adaptive,utility.gen-utility-quartz-weave-vector-retail-2106.adaptive,Magnexis APIHub > Utility,api-utility-gen-utility-quartz-weave-vector-retail-2106-adaptive,utility,Quartz Weave Vector Retail 2106 orchestrates deterministic governance results for utility workflows in retail scenarios. Optimized for adaptive mode.,high,none,pro,Governance,adaptive,adaptive|gen-105,20,19.48
Quartz Weave Vector Retail 2106 Batch,utility.gen-utility-quartz-weave-vector-retail-2106.batch,Magnexis APIHub > Utility,api-utility-gen-utility-quartz-weave-vector-retail-2106-batch,utility,Quartz Weave Vector Retail 2106 orchestrates deterministic governance results for utility workflows in retail scenarios. Optimized for batch mode.,high,none,pro,Governance,batch,batch|gen-105,20,20.02
Delta Weave Vector Retail 2107,ai.gen-ai-delta-weave-vector-retail-2107.standard,Magnexis APIHub > Ai,api-ai-gen-ai-delta-weave-vector-retail-2107,ai,Delta Weave Vector Retail 2107 orchestrates deterministic synthesis results for ai workflows in retail scenarios.,low,none,free,Synthesis,standard,ai|delta,90,20.24
Delta Weave Vector Retail 2107 Fast,ai.gen-ai-delta-weave-vector-retail-2107.fast,Magnexis APIHub > Ai,api-ai-gen-ai-delta-weave-vector-retail-2107-fast,ai,Delta Weave Vector Retail 2107 orchestrates deterministic synthesis results for ai workflows in retail scenarios. Optimized for fast mode.,low,none,pro,Synthesis,fast,ai|delta,75,19.77
Delta Weave Vector Retail 2107 Deep,ai.gen-ai-delta-weave-vector-retail-2107.deep,Magnexis APIHub > Ai,api-ai-gen-ai-delta-weave-vector-retail-2107-deep,ai,Delta Weave Vector Retail 2107 orchestrates deterministic synthesis results for ai workflows in retail scenarios. Optimized for deep mode.,low,none,pro,Synthesis,deep,ai|deep,75,19.54
Delta Weave Vector Retail 2107 Strict,ai.gen-ai-delta-weave-vector-retail-2107.strict,Magnexis APIHub > Ai,api-ai-gen-ai-delta-weave-vector-retail-2107-strict,ai,Delta Weave Vector Retail 2107 orchestrates deterministic synthesis results for ai workflows in retail scenarios. Optimized for strict mode.,low,none,pro,Synthesis,strict,ai|delta,75,20.36
Delta Weave Vector Retail 2107 Creative,ai.gen-ai-delta-weave-vector-retail-2107.creative,Magnexis APIHub > Ai,api-ai-gen-ai-delta-weave-vector-retail-2107-creative,ai,Delta Weave Vector Retail 2107 orchestrates deterministic synthesis results for ai workflows in retail scenarios. Optimized for creative mode.,low,none,pro,Synthesis,creative,ai|creative,75,20.33
Delta Weave Vector Retail 2107 Compact,ai.gen-ai-delta-weave-vector-retail-2107.compact,Magnexis APIHub > Ai,api-ai-gen-ai-delta-weave-vector-retail-2107-compact,ai,Delta Weave Vector Retail 2107 orchestrates deterministic synthesis results for ai workflows in retail scenarios. Optimized for compact mode.,low,none,pro,Synthesis,compact,ai|compact,75,20.10
Delta Weave Vector Retail 2107 Verbose,ai.gen-ai-delta-weave-vector-retail-2107.verbose,Magnexis APIHub > Ai,api-ai-gen-ai-delta-weave-vector-retail-2107-verbose,ai,Delta Weave Vector Retail 2107 orchestrates deterministic synthesis results for ai workflows in retail scenarios. Optimized for verbose mode.,low,none,pro,Synthesis,verbose,ai|delta,75,20.22
Delta Weave Vector Retail 2107 Safe,ai.gen-ai-delta-weave-vector-retail-2107.safe,Magnexis APIHub > Ai,api-ai-gen-ai-delta-weave-vector-retail-2107-safe,ai,Delta Weave Vector Retail 2107 orchestrates deterministic synthesis results for ai workflows in retail scenarios. Optimized for safe mode.,low,none,pro,Synthesis,safe,ai|delta,75,19.80
Delta Weave Vector Retail 2107 Adaptive,ai.gen-ai-delta-weave-vector-retail-2107.adaptive,Magnexis APIHub > Ai,api-ai-gen-ai-delta-weave-vector-retail-2107-adaptive,ai,Delta Weave Vector Retail 2107 orchestrates deterministic synthesis results for ai workflows in retail scenarios. Optimized for adaptive mode.,low,none,pro,Synthesis,adaptive,adaptive|ai,75,19.63
Delta Weave Vector Retail 2107 Batch,ai.gen-ai-delta-weave-vector-retail-2107.batch,Magnexis APIHub > Ai,api-ai-gen-ai-delta-weave-vector-retail-2107-batch,ai,Delta Weave Vector Retail 2107 orchestrates deterministic synthesis results for ai workflows in retail scenarios. Optimized for batch mode.,low,none,pro,Synthesis,batch,ai|batch,75,20.16
Ripple Weave Vector Retail 2108,text.gen-text-ripple-weave-vector-retail-2108.standard,Magnexis APIHub > Text,api-text-gen-text-ripple-weave-vector-retail-2108,text,Ripple Weave Vector Retail 2108 orchestrates deterministic routing results for text workflows in retail scenarios.,medium,none,free,Routing,standard,gen-107|magnexis,60,20.18
Ripple Weave Vector Retail 2108 Fast,text.gen-text-ripple-weave-vector-retail-2108.fast,Magnexis APIHub > Text,api-text-gen-text-ripple-weave-vector-retail-2108-fast,text,Ripple Weave Vector Retail 2108 orchestrates deterministic routing results for text workflows in retail scenarios. Optimized for fast mode.,medium,none,pro,Routing,fast,fast|gen-107,45,20.19
Ripple Weave Vector Retail 2108 Deep,text.gen-text-ripple-weave-vector-retail-2108.deep,Magnexis APIHub > Text,api-text-gen-text-ripple-weave-vector-retail-2108-deep,text,Ripple Weave Vector Retail 2108 orchestrates deterministic routing results for text workflows in retail scenarios. Optimized for deep mode.,medium,none,pro,Routing,deep,deep|gen-107,45,20.16
Ripple Weave Vector Retail 2108 Strict,text.gen-text-ripple-weave-vector-retail-2108.strict,Magnexis APIHub > Text,api-text-gen-text-ripple-weave-vector-retail-2108-strict,text,Ripple Weave Vector Retail 2108 orchestrates deterministic routing results for text workflows in retail scenarios. Optimized for strict mode.,medium,none,pro,Routing,strict,gen-107|magnexis,45,20.48
Ripple Weave Vector Retail 2108 Creative,text.gen-text-ripple-weave-vector-retail-2108.creative,Magnexis APIHub > Text,api-text-gen-text-ripple-weave-vector-retail-2108-creative,text,Ripple Weave Vector Retail 2108 orchestrates deterministic routing results for text workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Routing,creative,creative|gen-107,45,19.94
Ripple Weave Vector Retail 2108 Compact,text.gen-text-ripple-weave-vector-retail-2108.compact,Magnexis APIHub > Text,api-text-gen-text-ripple-weave-vector-retail-2108-compact,text,Ripple Weave Vector Retail 2108 orchestrates deterministic routing results for text workflows in retail scenarios. Optimized for compact mode.,medium,none,pro,Routing,compact,compact|gen-107,45,19.63
Ripple Weave Vector Retail 2108 Verbose,text.gen-text-ripple-weave-vector-retail-2108.verbose,Magnexis APIHub > Text,api-text-gen-text-ripple-weave-vector-retail-2108-verbose,text,Ripple Weave Vector Retail 2108 orchestrates deterministic routing results for text workflows in retail scenarios. Optimized for verbose mode.,medium,none,pro,Routing,verbose,gen-107|magnexis,45,20.17
Ripple Weave Vector Retail 2108 Safe,text.gen-text-ripple-weave-vector-retail-2108.safe,Magnexis APIHub > Text,api-text-gen-text-ripple-weave-vector-retail-2108-safe,text,Ripple Weave Vector Retail 2108 orchestrates deterministic routing results for text workflows in retail scenarios. Optimized for safe mode.,medium,none,pro,Routing,safe,gen-107|magnexis,45,20.31
Ripple Weave Vector Retail 2108 Adaptive,text.gen-text-ripple-weave-vector-retail-2108.adaptive,Magnexis APIHub > Text,api-text-gen-text-ripple-weave-vector-retail-2108-adaptive,text,Ripple Weave Vector Retail 2108 orchestrates deterministic routing results for text workflows in retail scenarios. Optimized for adaptive mode.,medium,none,pro,Routing,adaptive,adaptive|gen-107,45,19.86
Ripple Weave Vector Retail 2108 Batch,text.gen-text-ripple-weave-vector-retail-2108.batch,Magnexis APIHub > Text,api-text-gen-text-ripple-weave-vector-retail-2108-batch,text,Ripple Weave Vector Retail 2108 orchestrates deterministic routing results for text workflows in retail scenarios. Optimized for batch mode.,medium,none,pro,Routing,batch,batch|gen-107,45,20.18
Atlas Weave Vector Retail 2109,dev.gen-dev-atlas-weave-vector-retail-2109.standard,Magnexis APIHub > Dev,api-dev-gen-dev-atlas-weave-vector-retail-2109,dev,Atlas Weave Vector Retail 2109 orchestrates deterministic profiling results for dev workflows in retail scenarios.,high,none,pro,Profiling,standard,atlas|dev,30,20.19
Atlas Weave Vector Retail 2109 Fast,dev.gen-dev-atlas-weave-vector-retail-2109.fast,Magnexis APIHub > Dev,api-dev-gen-dev-atlas-weave-vector-retail-2109-fast,dev,Atlas Weave Vector Retail 2109 orchestrates deterministic profiling results for dev workflows in retail scenarios. Optimized for fast mode.,high,none,pro,Profiling,fast,atlas|dev,20,19.73
Atlas Weave Vector Retail 2109 Deep,dev.gen-dev-atlas-weave-vector-retail-2109.deep,Magnexis APIHub > Dev,api-dev-gen-dev-atlas-weave-vector-retail-2109-deep,dev,Atlas Weave Vector Retail 2109 orchestrates deterministic profiling results for dev workflows in retail scenarios. Optimized for deep mode.,high,none,pro,Profiling,deep,atlas|deep,20,19.85
Atlas Weave Vector Retail 2109 Strict,dev.gen-dev-atlas-weave-vector-retail-2109.strict,Magnexis APIHub > Dev,api-dev-gen-dev-atlas-weave-vector-retail-2109-strict,dev,Atlas Weave Vector Retail 2109 orchestrates deterministic profiling results for dev workflows in retail scenarios. Optimized for strict mode.,high,none,pro,Profiling,strict,atlas|dev,20,19.80
Atlas Weave Vector Retail 2109 Creative,dev.gen-dev-atlas-weave-vector-retail-2109.creative,Magnexis APIHub > Dev,api-dev-gen-dev-atlas-weave-vector-retail-2109-creative,dev,Atlas Weave Vector Retail 2109 orchestrates deterministic profiling results for dev workflows in retail scenarios. Optimized for creative mode.,high,none,pro,Profiling,creative,atlas|creative,20,19.64
Atlas Weave Vector Retail 2109 Compact,dev.gen-dev-atlas-weave-vector-retail-2109.compact,Magnexis APIHub > Dev,api-dev-gen-dev-atlas-weave-vector-retail-2109-compact,dev,Atlas Weave Vector Retail 2109 orchestrates deterministic profiling results for dev workflows in retail scenarios. Optimized for compact mode.,high,none,pro,Profiling,compact,atlas|compact,20,20.52
Atlas Weave Vector Retail 2109 Verbose,dev.gen-dev-atlas-weave-vector-retail-2109.verbose,Magnexis APIHub > Dev,api-dev-gen-dev-atlas-weave-vector-retail-2109-verbose,dev,Atlas Weave Vector Retail 2109 orchestrates deterministic profiling results for dev workflows in retail scenarios. Optimized for verbose mode.,high,none,pro,Profiling,verbose,atlas|dev,20,20.17
Atlas Weave Vector Retail 2109 Safe,dev.gen-dev-atlas-weave-vector-retail-2109.safe,Magnexis APIHub > Dev,api-dev-gen-dev-atlas-weave-vector-retail-2109-safe,dev,Atlas Weave Vector Retail 2109 orchestrates deterministic profiling results for dev workflows in retail scenarios. Optimized for safe mode.,high,none,pro,Profiling,safe,atlas|dev,20,19.79
Atlas Weave Vector Retail 2109 Adaptive,dev.gen-dev-atlas-weave-vector-retail-2109.adaptive,Magnexis APIHub > Dev,api-dev-gen-dev-atlas-weave-vector-retail-2109-adaptive,dev,Atlas Weave Vector Retail 2109 orchestrates deterministic profiling results for dev workflows in retail scenarios. Optimized for adaptive mode.,high,none,pro,Profiling,adaptive,adaptive|atlas,20,20.23
Atlas Weave Vector Retail 2109 Batch,dev.gen-dev-atlas-weave-vector-retail-2109.batch,Magnexis APIHub > Dev,api-dev-gen-dev-atlas-weave-vector-retail-2109-batch,dev,Atlas Weave Vector Retail 2109 orchestrates deterministic profiling results for dev workflows in retail scenarios. Optimized for batch mode.,high,none,pro,Profiling,batch,atlas|batch,20,20.42
Forge Weave Vector Retail 2110,data.gen-data-forge-weave-vector-retail-2110.standard,Magnexis APIHub > Data,api-data-gen-data-forge-weave-vector-retail-2110,data,Forge Weave Vector Retail 2110 orchestrates deterministic monitoring results for data workflows in retail scenarios.,low,none,free,Monitoring,standard,data|forge,90,20.18
Forge Weave Vector Retail 2110 Fast,data.gen-data-forge-weave-vector-retail-2110.fast,Magnexis APIHub > Data,api-data-gen-data-forge-weave-vector-retail-2110-fast,data,Forge Weave Vector Retail 2110 orchestrates deterministic monitoring results for data workflows in retail scenarios. Optimized for fast mode.,low,none,pro,Monitoring,fast,data|fast,75,19.95
Forge Weave Vector Retail 2110 Deep,data.gen-data-forge-weave-vector-retail-2110.deep,Magnexis APIHub > Data,api-data-gen-data-forge-weave-vector-retail-2110-deep,data,Forge Weave Vector Retail 2110 orchestrates deterministic monitoring results for data workflows in retail scenarios. Optimized for deep mode.,low,none,pro,Monitoring,deep,data|deep,75,20.19
Forge Weave Vector Retail 2110 Strict,data.gen-data-forge-weave-vector-retail-2110.strict,Magnexis APIHub > Data,api-data-gen-data-forge-weave-vector-retail-2110-strict,data,Forge Weave Vector Retail 2110 orchestrates deterministic monitoring results for data workflows in retail scenarios. Optimized for strict mode.,low,none,pro,Monitoring,strict,data|forge,75,20.41
Forge Weave Vector Retail 2110 Creative,data.gen-data-forge-weave-vector-retail-2110.creative,Magnexis APIHub > Data,api-data-gen-data-forge-weave-vector-retail-2110-creative,data,Forge Weave Vector Retail 2110 orchestrates deterministic monitoring results for data workflows in retail scenarios. Optimized for creative mode.,low,none,pro,Monitoring,creative,creative|data,75,19.92
Forge Weave Vector Retail 2110 Compact,data.gen-data-forge-weave-vector-retail-2110.compact,Magnexis APIHub > Data,api-data-gen-data-forge-weave-vector-retail-2110-compact,data,Forge Weave Vector Retail 2110 orchestrates deterministic monitoring results for data workflows in retail scenarios. Optimized for compact mode.,low,none,pro,Monitoring,compact,compact|data,75,20.58
Forge Weave Vector Retail 2110 Verbose,data.gen-data-forge-weave-vector-retail-2110.verbose,Magnexis APIHub > Data,api-data-gen-data-forge-weave-vector-retail-2110-verbose,data,Forge Weave Vector Retail 2110 orchestrates deterministic monitoring results for data workflows in retail scenarios. Optimized for verbose mode.,low,none,pro,Monitoring,verbose,data|forge,75,20.56
Forge Weave Vector Retail 2110 Safe,data.gen-data-forge-weave-vector-retail-2110.safe,Magnexis APIHub > Data,api-data-gen-data-forge-weave-vector-retail-2110-safe,data,Forge Weave Vector Retail 2110 orchestrates deterministic monitoring results for data workflows in retail scenarios. Optimized for safe mode.,low,none,pro,Monitoring,safe,data|forge,75,20.56
Forge Weave Vector Retail 2110 Adaptive,data.gen-data-forge-weave-vector-retail-2110.adaptive,Magnexis APIHub > Data,api-data-gen-data-forge-weave-vector-retail-2110-adaptive,data,Forge Weave Vector Retail 2110 orchestrates deterministic monitoring results for data workflows in retail scenarios. Optimized for adaptive mode.,low,none,pro,Monitoring,adaptive,adaptive|data,75,19.93
Forge Weave Vector Retail 2110 Batch,data.gen-data-forge-weave-vector-retail-2110.batch,Magnexis APIHub > Data,api-data-gen-data-forge-weave-vector-retail-2110-batch,data,Forge Weave Vector Retail 2110 orchestrates deterministic monitoring results for data workflows in retail scenarios. Optimized for batch mode.,low,none,pro,Monitoring,batch,batch|data,75,20.53
Ember Weave Vector Retail 2111,business.gen-business-ember-weave-vector-retail-2111.standard,Magnexis APIHub > Business,api-business-gen-business-ember-weave-vector-retail-2111,business,Ember Weave Vector Retail 2111 orchestrates deterministic simulation results for business workflows in retail scenarios.,medium,none,free,Simulation,standard,business|ember,60,20.13
Ember Weave Vector Retail 2111 Fast,business.gen-business-ember-weave-vector-retail-2111.fast,Magnexis APIHub > Business,api-business-gen-business-ember-weave-vector-retail-2111-fast,business,Ember Weave Vector Retail 2111 orchestrates deterministic simulation results for business workflows in retail scenarios. Optimized for fast mode.,medium,none,pro,Simulation,fast,business|ember,45,20.43
Ember Weave Vector Retail 2111 Deep,business.gen-business-ember-weave-vector-retail-2111.deep,Magnexis APIHub > Business,api-business-gen-business-ember-weave-vector-retail-2111-deep,business,Ember Weave Vector Retail 2111 orchestrates deterministic simulation results for business workflows in retail scenarios. Optimized for deep mode.,medium,none,pro,Simulation,deep,business|deep,45,20.15
Ember Weave Vector Retail 2111 Strict,business.gen-business-ember-weave-vector-retail-2111.strict,Magnexis APIHub > Business,api-business-gen-business-ember-weave-vector-retail-2111-strict,business,Ember Weave Vector Retail 2111 orchestrates deterministic simulation results for business workflows in retail scenarios. Optimized for strict mode.,medium,none,pro,Simulation,strict,business|ember,45,20.34
Ember Weave Vector Retail 2111 Creative,business.gen-business-ember-weave-vector-retail-2111.creative,Magnexis APIHub > Business,api-business-gen-business-ember-weave-vector-retail-2111-creative,business,Ember Weave Vector Retail 2111 orchestrates deterministic simulation results for business workflows in retail scenarios. Optimized for creative mode.,medium,none,pro,Simulation,creative,business|creative,45,20.30
Ember Weave Vector Retail 2111 Compact,business.gen-business-ember-weave-vector-retail-2111.compact,Magnexis APIHub > Business,api-business-gen-business-ember-weave-vector-retail-2111-compact,business,Ember Weave Vector Retail 2111 orchestrates deterministic simulation results for business workflows in retail scenarios. Optimized for compact mode.,medium,none,pro,Simulation,compact,business|compact,45,20.78
Ember Weave Vector Retail 2111 Verbose,business.gen-business-ember-weave-vector-retail-2111.verbose,Magnexis APIHub > Business,api-business-gen-business-ember-weave-vector-retail-2111-verbose,business,Ember Weave Vector Retail 2111 orchestrates deterministic simulation results for business workflows in retail scenarios. Optimized for verbose mode.,medium,none,pro,Simulation,verbose,business|ember,45,20.53
Ember Weave Vector Retail 2111 Safe,business.gen-business-ember-weave-vector-retail-2111.safe,Magnexis APIHub > Business,api-business-gen-business-ember-weave-vector-retail-2111-safe,business,Ember Weave Vector Retail 2111 orchestrates deterministic simulation results for business workflows in retail scenarios. Optimized for safe mode.,medium,none,pro,Simulation,safe,business|ember,45,19.92
Ember Weave Vector Retail 2111 Adaptive,business.gen-business-ember-weave-vector-retail-2111.adaptive,Magnexis APIHub > Business,api-business-gen-business-ember-weave-vector-retail-2111-adaptive,business,Ember Weave Vector Retail 2111 orchestrates deterministic simulation results for business workflows in retail scenarios. Optimized for adaptive mode.,medium,none,pro,Simulation,adaptive,adaptive|business,45,20.28
Ember Weave Vector Retail 2111 Batch,business.gen-business-ember-weave-vector-retail-2111.batch,Magnexis APIHub > Business,api-business-gen-business-ember-weave-vector-retail-2111-batch,business,Ember Weave Vector Retail 2111 orchestrates deterministic simulation results for business workflows in retail scenarios. Optimized for batch mode.,medium,none,pro,Simulation,batch,batch|business,45,20.01
Spire Weave Vector Retail 2112,finance.gen-finance-spire-weave-vector-retail-2112.standard,Magnexis APIHub > Finance,api-finance-gen-finance-spire-weave-vector-retail-2112,finance,Spire Weave Vector Retail 2112 orchestrates deterministic optimization results for finance workflows in retail scenarios.,high,none,pro,Optimization,standard,finance|gen-111,30,20.26
Spire Weave Vector Retail 2112 Fast,finance.gen-finance-spire-weave-vector-retail-2112.fast,Magnexis APIHub > Finance,api-finance-gen-finance-spire-weave-vector-retail-2112-fast,finance,Spire Weave Vector Retail 2112 orchestrates deterministic optimization results for finance workflows in retail scenarios. Optimized for fast mode.,high,none,pro,Optimization,fast,fast|finance,20,19.97
Spire Weave Vector Retail 2112 Deep,finance.gen-finance-spire-weave-vector-retail-2112.deep,Magnexis APIHub > Finance,api-finance-gen-finance-spire-weave-vector-retail-2112-deep,finance,Spire Weave Vector Retail 2112 orchestrates deterministic optimization results for finance workflows in retail scenarios. Optimized for deep mode.,high,none,pro,Optimization,deep,deep|finance,20,20.10
Spire Weave Vector Retail 2112 Strict,finance.gen-finance-spire-weave-vector-retail-2112.strict,Magnexis APIHub > Finance,api-finance-gen-finance-spire-weave-vector-retail-2112-strict,finance,Spire Weave Vector Retail 2112 orchestrates deterministic optimization results for finance workflows in retail scenarios. Optimized for strict mode.,high,none,pro,Optimization,strict,finance|gen-111,20,20.10
Spire Weave Vector Retail 2112 Creative,finance.gen-finance-spire-weave-vector-retail-2112.creative,Magnexis APIHub > Finance,api-finance-gen-finance-spire-weave-vector-retail-2112-creative,finance,Spire Weave Vector Retail 2112 orchestrates deterministic optimization results for finance workflows in retail scenarios. Optimized for creative mode.,high,none,pro,Optimization,creative,creative|finance,20,20.50
